Subcategory,Audio Name,Questions,Concerns,Emotions,Preferences
Demographics,1687776600.221583.mp3,"['Are you looking for a 3-BHK apartment?', 'What are the real estate or building constructions in Spectras?']",,"['The customer appears to be interested in potentially investing in real estate and seeking further details for decision-making.', 'The customer seems curious and engaged in gathering information about the property and its amenities.']",
Demographics,183e662f79ec8b0b153ca1916ae51797.mp3,"[""Do you have any idea of Pacifica's interest in financial statistics?""]",['Availability of specific floors for the flats'],"['The customer appears to be focused and attentive, making decisions regarding the funding options and floor preferences.']",['Preference for loan funding over self-funding']
Demographics,2506b0f916570da3fae5ac2daf1b1795.mp3,['Can you please send me the cost sheet and availability for each facing apartment?'],,,
Demographics,1680699619.539389.mp3,['What are the sizes of the 3 BHK apartments available?'],['Inquiring about the sizes of the apartments and amenities available.'],,['Customer prefers to have a clear understanding of the pricing and payment options available.']
Demographics,81e8f9f48a451631f864b1bb91e217ad.mp3,['How many units are there in the 3BHK category?'],['Understanding of included amenities'],"['The customer seems interested in the project details and is seeking clarity on various aspects like registration charges, amenities, project completion date, payment process, and negotiation options.']","['Interest in knowing the included amenities like bike parking, car parkings, swimming pool, gym, cycling, jogging track, etc.']"
Demographics,3020b55d4d5a3ff6d645022a3d2117br.mp3,['How much size do you want to finalize?'],"['Budget-friendliness of the chosen size of the property.', 'Understanding mortgage units and cash flow for down payment.', 'Down payment requirements and bank loan eligibility.']","['Curiosity: asking about the age of the property and number of floors.', 'Satisfaction: expressed through gratitude towards the end of the conversation.']","['Desire to understand mortgage units and financial implications for a property purchase.', 'Interest in budget-friendly options for property size.']"
Demographics,1684902583.462799.mp3,['Can you also share the availability of floors?'],['Availability of east facing and west facing units'],['Interested in the floor plans and availability'],['Interested in the availability of different floors']
Demographics,b227196f1ef203f0138b2558d8af17cf.mp3,['Are you looking to buy any 3BHK apartments?'],['Need complete details about the project'],,
Demographics,1687081375.596328.mp3,['Are the upcoming towers also of the same sizes?'],['Concern about the sizes of upcoming towers and availability of different sizes'],"['Customer seems interested and engaged in the conversation, asking detailed questions and seeking clarifications', 'Customer appears to be attentive and focused on the details provided']",
Demographics,1681191141.210732.mp3,"[""Would we have such options here as well where they didn't charge anything for the floor rise and other things?""]",,['Customer expresses a preference for properties with specific features like a larger balcony sit out area and an east-facing balcony'],['Customer prefers properties with specific features like a larger balcony sit out area and an east-facing balcony']
Demographics,30f144be412ef07d2d5b86bf4f0817c2.mp3,['Do u think its ok to have such location?'],['Concerned about the size of the apartment not meeting personal requirements'],,
Demographics,d685bc133e1b1c900a48e141d8331779.mp3,,"['Confusion regarding the amenities and negotiation options.', 'Understanding the payment process and offers for under-construction projects.', 'Negotiating on the pricing and possible discounts.', 'Clarification on the available towers and their specific features.']",['Curious about the premium towers and their features.'],"['Interest in specific towers and their features.', 'Preference for understanding the payment process and offers available.', 'Preference for visiting the site location before making a decision.']"
Demographics,1682753608.1338671.mp3,,"['Interest rates and reimbursement details', 'Cost details and negotiability', 'Clarity on final pricing and negotiations']",['There is a sense of curiosity and eagerness to learn more about the offerings and pricing'],"['Desire for detailed information about the project features and amenities', 'Seeking clarity on pricing and negotiation possibilities']"
Demographics,1684401675.765035.mp3,,['Analyzing the carpet area and its impact on health'],"['Customer seems thoughtful and discerning in their choices', 'Customer is considering various options and weighing the pros and cons carefully', 'Expresses a desire for specific features and views in the new flat']",
